RepRapFirmware height map file v2 generated at 2021-12-31 12:53, min error -0.210, max error 0.190, mean -0.098, deviation 0.082
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-85.00,59.00,-85.00,59.00,-1.00,24.00,24.00,7,7
  0.000, -0.100, -0.160, -0.160, -0.110,  0.010,  0.190
 -0.030, -0.140, -0.200, -0.200, -0.150, -0.050,  0.110
 -0.040, -0.160, -0.210, -0.190, -0.140, -0.060,  0.070
 -0.080, -0.180, -0.180, -0.130, -0.080, -0.040,  0.030
 -0.090, -0.140, -0.170, -0.160, -0.110, -0.070, -0.010
 -0.080, -0.110, -0.190, -0.180, -0.140, -0.100, -0.050
 -0.090, -0.120, -0.180, -0.140, -0.100, -0.120, -0.070
